ident,type,name,elevation_ft,continent,iso_country,iso_region,municipality,gps_code,iata_code,local_code,coordinates
KETH,small_airport,Wheaton Municipal Airport,1025.0,,US,US-MN,Wheaton,KETH,,ETH,"45.78049850463867, -96.54350280761719"
KETN,small_airport,Eastland Municipal Airport,1464.0,,US,US-TX,Eastland,KETN,ETN,ETN,"32.4135017395, -98.80979919430001"
KEUF,small_airport,Weedon Field,285.0,,US,US-AL,Eufaula,KEUF,EUF,EUF,"31.9512996674, -85.1288986206"
KEUG,medium_airport,Mahlon Sweet Field,374.0,,US,US-OR,Eugene,KEUG,EUG,EUG,"44.12459945678711, -123.21199798583984"
KEUL,small_airport,Treasure Valley Executive Airport at Caldwell,2432.0,,US,US-ID,Caldwell,KEUL,,EUL,"43.641899, -116.636002"
KEVB,small_airport,New Smyrna Beach Municipal Airport,10.0,,US,US-FL,New Smyrna Beach,KEVB,,EVB,"29.055700302124023, -80.94889831542969"
KEVM,small_airport,Eveleth/Virginia Municipal Airport,1379.0,,US,US-MN,Eveleth,KEVM,EVM,EVM,"47.425098, -92.498497"
KEVU,small_airport,Northwest Missouri Regional Airport,1145.0,,US,US-MO,Maryville,KEVU,,EVU,"40.35250092, -94.91500092"
KEVV,medium_airport,Evansville Regional Airport,418.0,,US,US-IN,Evansville,KEVV,EVV,EVV,"38.0369987488, -87.5324020386"
KEVW,medium_airport,Evanston-Uinta County Airport-Burns Field,7143.0,,US,US-WY,Evanston,KEVW,EVW,EVW,"41.27479935, -111.0350037"
KEVY,small_airport,Summit Airport,70.0,,US,US-DE,Middletown,KEVY,,EVY,"39.520401, -75.720398"
KEWB,medium_airport,New Bedford Regional Airport,80.0,,US,US-MA,New Bedford,KEWB,EWB,EWB,"41.67610168457031, -70.95690155029297"
KEWK,small_airport,Newton City-County Airport,1533.0,,US,US-KS,Newton,KEWK,EWK,EWK,"38.058200836199994, -97.2744979858"
KEWN,medium_airport,Coastal Carolina Regional Airport,18.0,,US,US-NC,New Bern,KEWN,EWN,EWN,"35.0730018616, -77.04290008539999"
KEWR,large_airport,Newark Liberty International Airport,18.0,,US,US-NJ,Newark,KEWR,EWR,EWR,"40.692501, -74.168701"
KEXX,small_airport,Davidson County Airport,733.0,,US,US-NC,Lexington,KEXX,,EXX,"35.78110122680664, -80.30380249023438"
KEYE,small_airport,Eagle Creek Airpark,823.0,,US,US-IN,Indianapolis,KEYE,,EYE,"39.830699920654, -86.294403076172"
KEYF,small_airport,Curtis L Brown Jr Field,131.0,,US,US-NC,Elizabethtown,KEYF,,EYF,"34.60179901, -78.57929993"
KEYQ,closed,Weiser Air Park,137.0,,US,US-TX,Houston,,,,"29.9352, -95.639603"
KEYW,medium_airport,Key West International Airport,3.0,,US,US-FL,Key West,KEYW,EYW,EYW,"24.556101, -81.759598"
KEZF,small_airport,Shannon Airport,85.0,,US,US-VA,Fredericksburg,KEZF,,EZF,"38.26679992675781, -77.44920349121094"
KEZI,small_airport,Kewanee Municipal Airport,858.0,,US,US-IL,Kewanee,KEZI,,EZI,"41.2052, -89.963898"
KEZM,small_airport,Heart of Georgia Regional Airport,304.0,,US,US-GA,Eastman,KEZM,,EZM,"32.21419906616211, -83.12799835205078"
KEZS,small_airport,Shawano Municipal Airport,813.0,,US,US-WI,Shawano,KEZS,,EZS,"44.787514, -88.560481"
KEZZ,small_airport,Cameron Memorial Airport,1040.0,,US,US-MO,Shoal Township,KEZZ,,EZZ,"39.7276, -94.276398"
KF00,small_airport,Jones Field,618.0,,US,US-TX,Bonham,,,F00,"33.6128, -96.179298"
KF01,small_airport,Quanah Municipal Airport,1602.0,,US,US-TX,Quanah,,,F01,"34.277101, -99.7593"
KF02,closed,Fairgrounds Airpark,2911.0,,US,US-MT,Hardin,,,,"45.725444, -107.613551"
KF05,small_airport,Wilbarger County Airport,1265.0,,US,US-TX,Vernon,F05,WIB,F05,"34.2257003784, -99.2837982178"
KF06,small_airport,Marian Airpark,2008.0,,US,US-TX,Wellington,,,F06,"34.844033, -100.192838"
KF08,small_airport,Eufaula Municipal Airport,635.0,,US,US-OK,Eufaula,,,F08,"35.298043, -95.627378"
KF10,small_airport,Henryetta Municipal Airport,849.0,,US,US-OK,Henryetta,KF10,,F10,"35.406898498535156, -96.01580047607422"
KF14,small_airport,Wichita Valley Airport,1005.0,,US,US-TX,Wichita Falls,,,F14,"33.947701, -98.616699"
KF17,small_airport,Center Municipal Airport,319.0,,US,US-TX,Center,KF17,,F17,"31.8316, -94.156403"
KF21,small_airport,Memphis Municipal Airport,2102.0,,US,US-TX,Memphis,KF21,,F21,"34.739601135253906, -100.52999877929688"
KF22,small_airport,Perry Municipal Airport,1002.0,,US,US-OK,Perry,KF22,,F22,"36.38560104370117, -97.2771987915039"
KF24,small_airport,Minden Airport,278.0,,US,US-LA,Minden,KMNE,,MNE,"32.646, -93.298103"
KF29,small_airport,Clarence E Page Municipal Airport,1354.0,,US,US-OK,Oklahoma City,KRCE,,RCE,"35.48809814, -97.82360077"
KF30,small_airport,Sulphur Municipal Airport,1051.0,,US,US-OK,Sulphur,KF30,,F30,"34.52450180053711, -96.98970031738281"
KF31,small_airport,Lake Texoma State Park Airport,693.0,,US,US-OK,Kingston,KF31,,F31,"33.99100112915039, -96.6427993774414"
KF32,small_airport,Healdton Municipal Airport,956.0,,US,US-OK,Healdton,KF32,,F32,"34.249298095703125, -97.4738998413086"
KF34,small_airport,Firebaugh Airport,157.0,,US,US-CA,Firebaugh,F34,,F34,"36.860000610352, -120.46399688721"
KF35,small_airport,Possum Kingdom Airport,1008.0,,US,US-TX,Graford,KF35,,F35,"32.92319869995117, -98.4364013671875"
KF36,small_airport,Cordell Municipal Airport,1589.0,,US,US-OK,Cordell,KF36,,F36,"35.29759979248047, -98.96739959716797"
KF37,small_airport,Carrizozo Municipal Airport,5371.0,,US,US-NM,Carrizozo,KF37,,F37,"33.64889907836914, -105.89600372314453"
KF41,small_airport,Ennis Municipal Airport,500.0,,US,US-TX,Ennis,KF41,,F41,"32.3297004699707, -96.66390228271484"
KF43,small_airport,El Dorado Downtown Airport-Stevens Field,256.0,,US,US-AR,El Dorado,KF43,,F43,"33.1912, -92.6632"
KF44,small_airport,Athens Municipal Airport,444.0,,US,US-TX,Athens,,,F44,"32.16379928588867, -95.82839965820312"
KF45,small_airport,North Palm Beach County General Aviation Airport,22.0,,US,US-FL,West Palm Beach,KF45,,F45,"26.84440041, -80.22129822"
KF46,small_airport,Rockwall Municipal Airport,574.0,,US,US-TX,Rockwall,,,F46,"32.930599212646484, -96.43550109863281"
KF47,small_airport,St George Island Airport,3.0,,US,US-FL,Apalachicola,KF47,,F47,"29.645999908447266, -84.9166030883789"
KF48,closed,Nocona Airport,905.0,,US,US-TX,Nocona,,,,"33.773847, -97.738169"
KF49,small_airport,Slaton Municipal Airport,3123.0,,US,US-TX,Slaton,KF49,,F49,"33.484798431396484, -101.66100311279297"
KF51,small_airport,Winnsboro Municipal Airport,513.0,,US,US-TX,Winnsboro,KF51,,F51,"32.93880081176758, -95.27890014648438"
KF53,small_airport,Franklin County Airport,412.0,,US,US-TX,Mount Vernon,KF53,,F53,"33.2154007, -95.23739624"
KF56,small_airport,Arledge Field,1561.0,,US,US-TX,Stamford,KF56,,F56,"32.90909957885742, -99.73600006103516"
KF62,small_airport,Hayfork Airport,2321.0,,US,US-CA,Hayfork,F62,,F62,"40.547100067139, -123.18199920654"
KF68,small_airport,Anadarko Municipal Airport,1286.0,,US,US-OK,Anadarko,KF68,,F68,"35.05220031738281, -98.26429748535156"
KF69,small_airport,Air Park Dallas Airport,695.0,,US,US-TX,Dallas,,,F69,"33.023499, -96.836899"
KF70,small_airport,French Valley Airport,1350.0,,US,US-CA,Murrieta,,RBK,F70,"33.5742, -117.127998"
KF72,small_airport,Franklin Field,21.0,,US,US-CA,Franklin,F72,,F72,"38.304901123047, -121.43000030518"
KF75,small_airport,Harrison Field of Knox City Airport,1500.0,,US,US-TX,Knox City,KF75,,F75,"33.436933, -99.815842"
KF82,small_airport,Town & Country Airpark,3200.0,,US,US-TX,Lubbock,KF82,,F82,"33.48559952, -101.8130035"
KF83,closed,Abernathy Municipal Airport,3327.0,,US,US-TX,Abernathy,,,,"33.8434, -101.759673"
KF84,small_airport,Stigler Regional Airport,599.0,,US,US-OK,Stigler,KGZL,,GZL,"35.289101, -95.093903"
KF85,small_airport,Cochran County Airport,3746.0,,US,US-TX,Morton,KF85,,F85,"33.72930145263672, -102.73400115966797"
KF86,small_airport,Caldwell Parish Airport,67.0,,US,US-LA,Columbia,KF86,,F86,"32.12216, -92.05452"
KF87,small_airport,Union Parish Airport,121.0,,US,US-LA,Farmerville,KF87,,F87,"32.724998, -92.337196"
KF88,small_airport,Jonesboro Airport,256.0,,US,US-LA,Jonesboro,KF88,,F88,"32.202, -92.732903"
KF89,small_airport,Winnsboro Municipal Airport,76.0,,US,US-LA,Winnsboro,,,F89,"32.153, -91.698588"
KF97,small_airport,Seagraves Airport,3366.0,,US,US-TX,Seagraves,KF97,,F97,"32.9546012878418, -102.54100036621094"
KF98,small_airport,Yoakum County Airport,3704.0,,US,US-TX,Plains,KF98,,F98,"33.21730042, -102.8300018"
KF99,small_airport,Holdenville Municipal Airport,861.0,,US,US-OK,Holdenville,KF99,,F99,"35.08589935, -96.41670227"
KFAF,medium_airport,Felker Army Air Field,12.0,,US,US-VA,Newport News (Fort Eustis),KFAF,FAF,FAF,"37.1325, -76.608803"
KFAM,small_airport,Farmington Regional Airport,946.0,,US,US-MO,Farmington,KFAM,FAM,FAM,"37.76110077, -90.4285965"
KFAR,medium_airport,Hector International Airport,902.0,,US,US-ND,Fargo,KFAR,FAR,FAR,"46.92070007324219, -96.81580352783203"
KFAT,medium_airport,Fresno Yosemite International Airport,336.0,,US,US-CA,Fresno,KFAT,FAT,FAT,"36.776199, -119.718002"
KFAY,medium_airport,Fayetteville Regional Airport - Grannis Field,189.0,,US,US-NC,Fayetteville,KFAY,FAY,FAY,"34.991199, -78.880302"
KFBG,medium_airport,Simmons Army Air Field,244.0,,US,US-NC,Fort Bragg,KFBG,FBG,FBG,"35.13180161, -78.93669891"
KFBL,small_airport,Faribault Municipal Airport-Liz Wall Strohfus Field,1060.0,,US,US-MN,Faribault,KFBL,FBL,FBL,"44.32844, -93.312534"
KFBR,small_airport,Fort Bridger Airport,7034.0,,US,US-WY,Fort Bridger,KFBR,FBR,FBR,"41.3918991089, -110.406997681"
KFBY,small_airport,Fairbury Municipal Airport,1479.0,,US,US-NE,Fairbury,KFBY,FBY,FBY,"40.182998657199995, -97.16929626459999"
KFCH,small_airport,Fresno Chandler Executive Airport,279.0,,US,US-CA,Fresno,KFCH,FCH,FCH,"36.732399, -119.82"
KFCI,small_airport,Richmond Executive-Chesterfield County Airport,236.0,,US,US-VA,North Chesterfield,KFCI,,FCI,"37.406502, -77.525002"
KFCM,small_airport,Flying Cloud Airport,906.0,,US,US-MN,Minneapolis,KFCM,FCM,FCM,"44.8272018433, -93.45709991460001"
KFCS,medium_airport,Butts AAF (Fort Carson) Air Field,5838.0,,US,US-CO,Fort Carson,KFCS,FCS,FCS,"38.67839813, -104.7570038"
KFCT,heliport,Vagabond Army Heliport,1378.0,,US,US-WA,Yakima,KFCT,,FCT,"46.669421, -120.455984"
KFCY,small_airport,Forrest City Municipal Airport,249.0,,US,US-AR,Forrest City,KFCY,FCY,FCY,"34.942001342800005, -90.7750015259"
KFDK,small_airport,Frederick Municipal Airport,303.0,,US,US-MD,Frederick,KFDK,FDK,FDK,"39.417598724399994, -77.3742980957"
KFDR,small_airport,Frederick Regional Airport,1258.0,,US,US-OK,Frederick,KFDR,FDR,FDR,"34.35200119, -98.98390198"
KFDW,small_airport,Fairfield County Airport,577.0,,US,US-SC,Winnsboro,KFDW,,FDW,"34.31549835205078, -81.10880279541016"
KFDY,medium_airport,Findlay Airport,813.0,,US,US-OH,Findlay,KFDY,FDY,FDY,"41.013500213600004, -83.66870117190001"
KFEP,small_airport,Albertus Airport,859.0,,US,US-IL,Freeport,KFEP,FEP,FEP,"42.2462005615, -89.58200073239999"
KFES,closed,Festus Memorial Airport,433.0,,US,US-MO,Festus,,,,"38.194901, -90.385399"
KFET,small_airport,Fremont Municipal Airport,1204.0,,US,US-NE,Fremont,KFET,FET,FET,"41.44910049, -96.52020264"
KFFA,small_airport,First Flight Airport,13.0,,US,US-NC,Kill Devil Hills,KFFA,FFA,FFA,"36.0181999207, -75.67130279540001"
KFFC,small_airport,Peachtree City Falcon Field,808.0,,US,US-GA,Atlanta,KFFC,,FFC,"33.3572998046875, -84.5718002319336"
KFFL,small_airport,Fairfield Municipal Airport,799.0,,US,US-IA,Fairfield,KFFL,FFL,FFL,"41.053024, -91.980114"
KFFM,small_airport,Fergus Falls Municipal Airport - Einar Mickelson Field,1183.0,,US,US-MN,Fergus Falls,KFFM,FFM,FFM,"46.28440094, -96.15670013"
KFFO,medium_airport,Wright-Patterson Air Force Base,823.0,,US,US-OH,Dayton,KFFO,FFO,FFO,"39.826099, -84.048302"
KFFT,small_airport,Capital City Airport,806.0,,US,US-KY,Frankfort,KFFT,FFT,FFT,"38.181698, -84.906764"
KFFX,small_airport,Fremont Municipal Airport,772.0,,US,US-MI,Fremont,KFFX,,FFX,"43.43930054, -85.99490356"
KFFZ,small_airport,Falcon Field,1394.0,,US,US-AZ,Mesa,KFFZ,MSC,FFZ,"33.4608001709, -111.727996826"
KFGU,small_airport,Collegedale Municipal Airport,860.0,,US,US-TN,Apison,KFGU,,FGU,"35.044315, -85.020146"
KFGX,small_airport,Fleming Mason Airport,913.0,,US,US-KY,Flemingsburg,KFGX,,FGX,"38.5418014526, -83.74340057370001"
KFHR,small_airport,Friday Harbor Airport,113.0,,US,US-WA,Friday Harbor,KFHR,FRD,FHR,"48.5219993591, -123.024002075"
KFHU,medium_airport,Sierra Vista Municipal Airport / Libby Army Air Field,4719.0,,US,US-AZ,Fort Huachuca / Sierra Vista,KFHU,FHU,FHU,"31.587383, -110.348225"
KFIG,small_airport,Clearfield Lawrence Airport,1516.0,,US,US-PA,Clearfield,KFIG,,FIG,"41.049032, -78.415003"
KFIT,small_airport,Fitchburg Municipal Airport,348.0,,US,US-MA,Fitchburg,KFIT,,FIT,"42.554100036621094, -71.75900268554688"
KFKA,small_airport,Fillmore County Airport,1277.0,,US,US-MN,Preston,KFKA,,FKA,"43.67679977, -92.17970276"
KFKL,medium_airport,Venango Regional Airport,1540.0,,US,US-PA,Franklin,KFKL,FKL,FKL,"41.3778991699, -79.8603973389"
KFKN,small_airport,Franklin Regional Airport,41.0,,US,US-VA,Franklin,KFKN,FKN,FKN,"36.698101, -76.903801"
KFKR,small_airport,Frankfort Municipal Airport,861.0,,US,US-IN,Frankfort,KFKR,,FKR,"40.273399353027344, -86.56220245361328"
KFKS,small_airport,Frankfort Dow Memorial Field,633.0,,US,US-MI,Frankfort,KFKS,,FKS,"44.62519836425781, -86.20079803466797"
KFLD,small_airport,Fond du Lac County Airport,808.0,,US,US-WI,Fond du Lac,KFLD,FLD,FLD,"43.7711982727, -88.48840332030001"
KFLG,medium_airport,Flagstaff Pulliam International Airport,7014.0,,US,US-AZ,Flagstaff,KFLG,FLG,FLG,"35.1385, -111.670998"
KFLL,large_airport,Fort Lauderdale Hollywood International Airport,9.0,,US,US-FL,Fort Lauderdale,KFLL,FLL,FLL,"26.072599, -80.152702"
KFLO,medium_airport,Florence Regional Airport,146.0,,US,US-SC,Florence,KFLO,FLO,FLO,"34.18539810180664, -79.7238998413086"
KFLP,small_airport,Marion County Regional Airport,719.0,,US,US-AR,Flippin,KFLP,FLP,FLP,"36.29090118, -92.59030151"
KFLR,closed,Fall River Airport,190.0,,US,US-MA,Fall River,,,,"41.75555, -71.10907"
KFLU,closed,Flushing Airport,,,US,US-NY,Queens,,,,"40.77870178222656, -73.83260345458984"
KFLV,small_airport,Sherman Army Air Field,772.0,,US,US-KS,Fort Leavenworth,KFLV,FLV,FLV,"39.3683013916, -94.9147033691"
KFLX,small_airport,Fallon Municipal Airport,3963.0,,US,US-NV,Fallon,KFLX,FLX,FLX,"39.4990997314, -118.749000549"
KFME,medium_airport,Tipton Airport,150.0,,US,US-MD,Fort Meade(Odenton),KFME,FME,FME,"39.08539962769999, -76.7593994141"
KFMH,small_airport,Cape Cod Coast Guard Air Station,131.0,,US,US-MA,Falmouth,KFMH,FMH,FMH,"41.657899, -70.52163"
KFMM,small_airport,Fort Morgan Municipal Airport,4569.0,,US,US-CO,Fort Morgan,KFMM,,FMM,"40.335758, -103.804371"
KFMN,medium_airport,Four Corners Regional Airport,5506.0,,US,US-NM,Farmington,KFMN,FMN,FMN,"36.741199, -108.230003"
KFMY,medium_airport,Page Field,17.0,,US,US-FL,Fort Myers,KFMY,FMY,FMY,"26.58659935, -81.86329650879999"
KFMZ,small_airport,Fairmont State Airport,1636.0,,US,US-NE,Fairmont,KFMZ,,FMZ,"40.586102, -97.573097"
KFNB,small_airport,Brenner Field,984.0,,US,US-NE,Falls City,KFNB,,FNB,"40.078800201416016, -95.59200286865234"
KFNL,small_airport,Northern Colorado Regional Airport,5016.0,,US,US-CO,Loveland,KFNL,FNL,FNL,"40.448763, -105.011244"
KFNT,medium_airport,Bishop International Airport,782.0,,US,US-MI,Flint,KFNT,FNT,FNT,"42.96540069580078, -83.74359893798828"
KFOA,small_airport,Flora Municipal Airport,473.0,,US,US-IL,Flora,KFOA,,FOA,"38.66490173339844, -88.4530029296875"
KFOD,medium_airport,Fort Dodge Regional Airport,1156.0,,US,US-IA,Fort Dodge,KFOD,FOD,FOD,"42.55149841, -94.19259644"
KFOE,medium_airport,Topeka Regional Airport,1078.0,,US,US-KS,Topeka,KFOE,FOE,FOE,"38.950901, -95.663597"
KFOK,small_airport,Francis S Gabreski Airport,67.0,,US,US-NY,Westhampton Beach,KFOK,FOK,FOK,"40.8437004089, -72.6317977905"
KFOM,small_airport,Fillmore Municipal Airport,4985.0,,US,US-UT,Fillmore,KFOM,FIL,FOM,"38.95830154, -112.362999"
KFOT,small_airport,Rohnerville Airport,393.0,,US,US-CA,Fortuna,KFOT,,FOT,"40.55390167, -124.1330032"
KFOZ,small_airport,Bigfork Municipal Airport,1348.0,,US,US-MN,Bigfork,KFOZ,,FOZ,"47.782798767089844, -93.65019989013672"
KFPK,small_airport,Fitch H Beach Airport,891.0,,US,US-MI,Charlotte,KFPK,,FPK,"42.574501037597656, -84.8114013671875"
KFPR,medium_airport,St Lucie County International Airport,24.0,,US,US-FL,Fort Pierce,KFPR,FPR,FPR,"27.49510002, -80.36830139"
KFQD,small_airport,Rutherford County Marchman Field,1077.0,,US,US-NC,Rutherfordton,KFQD,,FQD,"35.4282, -81.935097"
KFRG,medium_airport,Republic Airport,82.0,,US,US-NY,Farmingdale,KFRG,FRG,FRG,"40.7288017273, -73.4133987427"
KFRH,small_airport,French Lick Municipal Airport,792.0,,US,US-IN,French Lick,KFRH,FRH,FRH,"38.5061988831, -86.63690185550001"
KFRI,medium_airport,Marshall Army Air Field,1065.0,,US,US-KS,Fort Riley (Junction City),KFRI,FRI,FRI,"39.053021, -96.764202"
KFRM,small_airport,Fairmont Municipal Airport,1162.0,,US,US-MN,Fairmont,KFRM,FRM,FRM,"43.643901825, -94.4156036377"
KFRR,small_airport,Front Royal Warren County Airport,709.0,,US,US-VA,Front Royal,KFRR,FRR,FRR,"38.9175, -78.253502"
KFSD,medium_airport,Sioux Falls Regional Airport / Joe Foss Field,1429.0,,US,US-SD,Sioux Falls,KFSD,FSD,FSD,"43.585463, -96.741152"
KFSE,small_airport,Fosston Municipal Airport-Anderson Field,1277.0,,US,US-MN,Fosston,KFSE,,FSE,"47.5928, -95.773499"
KFSI,medium_airport,Henry Post Army Air Field (Fort Sill),1189.0,,US,US-OK,Fort Sill,KFSI,FSI,FSI,"34.64979935, -98.40219879"
KFSK,small_airport,Fort Scott Municipal Airport,918.0,,US,US-KS,Fort Scott,KFSK,FSK,FSK,"37.7984008789, -94.7694015503"
KFSM,medium_airport,Fort Smith Regional Airport,469.0,,US,US-AR,Fort Smith,KFSM,FSM,FSM,"35.336601, -94.367401"
KFSO,small_airport,Franklin County State Airport,228.0,,US,US-VT,Swanton,KFSO,,FSO,"44.9403, -73.097504"
KFST,medium_airport,Fort Stockton Pecos County Airport,3011.0,,US,US-TX,Fort Stockton,KFST,FST,FST,"30.9157009125, -102.916000366"
KFSU,small_airport,Fort Sumner Municipal Airport,4165.0,,US,US-NM,Fort Sumner,KFSU,FSU,FSU,"34.4833984375, -104.217002869"
KFSW,small_airport,Fort Madison Municipal Airport,724.0,,US,US-IA,Fort Madison,KFSW,FMS,FSW,"40.659113, -91.327763"
KFTG,small_airport,Colorado Air and Space Port,5512.0,,US,US-CO,Denver,KCFO,,CFO,"39.784194, -104.537639"
KFTK,medium_airport,Godman Army Air Field,756.0,,US,US-KY,Fort Knox,KFTK,FTK,FTK,"37.907100677500004, -85.9720993042"
KFTT,small_airport,Elton Hensley Memorial Airport,886.0,,US,US-MO,Fulton,KFTT,,FTT,"38.83810043334961, -92.00260162353516"
KFTW,medium_airport,Fort Worth Meacham International Airport,710.0,,US,US-TX,Fort Worth,KFTW,FTW,FTW,"32.819801, -97.362396"
KFTY,medium_airport,Fulton County Airport Brown Field,841.0,,US,US-GA,Atlanta,KFTY,FTY,FTY,"33.7790985107, -84.5214004517"
KFUL,small_airport,Fullerton Municipal Airport,96.0,,US,US-CA,Fullerton,KFUL,FUL,FUL,"33.8720016479, -117.980003357"
KFVE,small_airport,Northern Aroostook Regional Airport,988.0,,US,US-ME,Frenchville,KFVE,WFK,FVE,"47.2854995728, -68.31279754639999"
KFVX,small_airport,Farmville Regional Airport,416.0,,US,US-VA,Farmville,KFVX,,FVX,"37.35749817, -78.43779755"
KFWA,medium_airport,Fort Wayne International Airport,814.0,,US,US-IN,Fort Wayne,KFWA,FWA,FWA,"40.9785, -85.195099"
KFWC,small_airport,Fairfield Municipal Airport,436.0,,US,US-IL,Fairfield,KFWC,,FWC,"38.37860107421875, -88.4126968383789"
KFWN,small_airport,Sussex Airport,421.0,,US,US-NJ,Sussex,KFWN,,FWN,"41.200199127197266, -74.62300109863281"
KFWQ,small_airport,Rostraver Airport,1228.0,,US,US-PA,Monongahela,KFWQ,,FWQ,"40.20970153808594, -79.8313980102539"
KFWS,small_airport,Fort Worth Spinks Airport,700.0,,US,US-TX,Fort Worth,KFWS,,FWS,"32.56520080566406, -97.30809783935547"
KFXE,medium_airport,Fort Lauderdale Executive Airport,13.0,,US,US-FL,Fort Lauderdale,KFXE,FXE,FXE,"26.1972999573, -80.1707000732"
KFXY,small_airport,Forest City Municipal Airport,1229.0,,US,US-IA,Forest City,KFXY,FXY,FXY,"43.23469925, -93.62409973"
KFYE,small_airport,Fayette County Airport,436.0,,US,US-TN,Somerville,KFYE,,FYE,"35.207698822021484, -89.39450073242188"
KFYJ,small_airport,Middle Peninsula Regional Airport,20.0,,US,US-VA,Shacklefords,KFYJ,,FYJ,"37.521299, -76.762762"
KFYM,small_airport,Fayetteville Municipal Airport,984.0,,US,US-TN,Fayetteville,KFYM,FYM,FYM,"35.059700012200004, -86.5640029907"
KFYV,medium_airport,Drake Field,1251.0,,US,US-AR,Fayetteville,KFYV,FYV,FYV,"36.00510025024414, -94.17009735107422"
KFZG,small_airport,Fitzgerald Municipal Airport,365.0,,US,US-GA,Fitzgerald,KFZG,,FZG,"31.683700561523438, -83.27050018310547"
KFZI,small_airport,Fostoria Metropolitan Airport,752.0,,US,US-OH,Fostoria,KFZI,,FZI,"41.19079971, -83.39450073"
KFZY,small_airport,Oswego County Airport,475.0,,US,US-NY,Fulton,KFZY,,FZY,"43.350799560546875, -76.38809967041016"
KGAD,small_airport,Northeast Alabama Regional Airport,569.0,,US,US-AL,Gadsden,KGAD,GAD,GAD,"33.972599, -86.088996"
KGAF,small_airport,Hutson Field,824.0,,US,US-ND,Grafton,KGAF,,GAF,"48.404701232910156, -97.37090301513672"
KGAG,small_airport,Gage Airport,2223.0,,US,US-OK,Gage,KGAG,GAG,GAG,"36.295501709, -99.7763977051"
KGAI,small_airport,Montgomery County Airpark,539.0,,US,US-MD,Gaithersburg,KGAI,GAI,GAI,"39.168301, -77.166"
KGAO,small_airport,South Lafourche Leonard Miller Jr Airport,1.0,,US,US-LA,Galliano,KGAO,,GAO,"29.44479942, -90.26110077"
KGAS,small_airport,Gallia Meigs Regional Airport,566.0,,US,US-OH,Gallipolis,KGAS,,GAS,"38.83409881591797, -82.16339874267578"
KGAX,small_airport,Williams Auxiliary Air Field 6,,,US,US-AZ,Gila Bend,KGAX,,GAX,"32.884669, -112.816544"
KGBD,small_airport,Great Bend Municipal Airport,1887.0,,US,US-KS,Great Bend,KGBD,GBD,GBD,"38.3442993164, -98.8591995239"
KGBG,small_airport,Galesburg Municipal Airport,764.0,,US,US-IL,Galesburg,KGBG,GBG,GBG,"40.937999725299996, -90.431098938"
KGBN,small_airport,Gila Bend Air Force Auxiliary Airport,883.0,,US,US-AZ,Gila Bend,KGXF,,GXF,"32.887501, -112.720001"
KGBR,small_airport,Walter J. Koladza Airport,739.0,,US,US-MA,Great Barrington,KGBR,GBR,GBR,"42.18420029, -73.40319824"
KGCC,medium_airport,Northeast Wyoming Regional Airport,4365.0,,US,US-WY,Gillette,KGCC,GCC,GCC,"44.3489, -105.539001"
KGCD,small_airport,Grant County Regional Airport / Ogilvie Field,3703.0,,US,US-OR,John Day,KGCD,JDA,GCD,"44.404202, -118.962997"
KGCK,medium_airport,Garden City Regional Airport,2891.0,,US,US-KS,Garden City,KGCK,GCK,GCK,"37.9275016785, -100.723999023"
KGCM,small_airport,Claremore Regional Airport,733.0,,US,US-OK,Claremore,KGCM,,GCM,"36.292701721191406, -95.47959899902344"
KGCN,medium_airport,Grand Canyon National Park Airport,6609.0,,US,US-AZ,Grand Canyon - Tusayan,KGCN,GCN,GCN,"35.9524, -112.147003"
KGCT,small_airport,Guthrie County Regional Airport,1230.0,,US,US-IA,Guthrie Center,KGCT,,GCT,"41.687801361083984, -94.4352035522461"
KGCY,small_airport,Greeneville Municipal Airport,1608.0,,US,US-TN,Greeneville,KGCY,GCY,GCY,"36.195648, -82.811482"
KGDB,small_airport,Granite Falls Municipal Airport / Lenzen-Roe Memorial Field,1047.0,,US,US-MN,Granite Falls,KGDB,,GDB,"44.7533, -95.556"
KGDJ,small_airport,Granbury Regional Airport,778.0,,US,US-TX,Granbury,KGDJ,,GDJ,"32.44440079, -97.81690216"
KGDM,small_airport,Gardner Municipal Airport,955.0,,US,US-MA,Gardner,KGDM,GDM,GDM,"42.5499992371, -72.0160980225"
